HCPCS_CODE,Description,B0_const,B1_time,B2_level,B3_slope,p_const,p_time,p_level,p_slope,ci_const_low,ci_const_high,ci_time_low,ci_time_high,ci_level_low,ci_level_high,ci_slope_low,ci_slope_high,Deviance,N_obs
86162,CH50,7.1722,0.0067,0.1313,-0.0082,0.0000,5.29E-65,4.20E-29,2.39E-47,7.1554,7.1889,0.0059,0.0075,0.1083,0.1543,-0.0093,-0.0071,1954.2309,69
85597,Platelet aggregation studies,5.8566,0.0123,0.2235,-0.0106,0.0000,1.43E-65,9.32E-29,1.23E-27,5.8251,5.8882,0.0109,0.0137,0.1841,0.2628,-0.0125,-0.0087,902.2443,69
85247,Clotting factors (selective use),5.6776,0.0205,0.2131,-0.0169,0.0000,1.86E-174,1.07E-28,1.49E-70,5.6444,5.7107,0.0191,0.0220,0.1755,0.2507,-0.0187,-0.0150,1068.2783,69
95992,Neuropsychological testing (sometimes used depending on setup),4.0037,0.0033,0.5844,0.0125,0.0000,0.1002,6.56E-28,3.94E-07,3.9206,4.0868,-0.0006,0.0072,0.4798,0.6890,0.0077,0.0173,2162.9401,65
95718, Long-term EEG review and analysis (professional services),6.7533,0.0074,0.2100,-0.0010,0.0000,0.0033,9.44E-27,0.7096,6.7112,6.7953,0.0025,0.0123,0.1716,0.2485,-0.0060,0.0041,749.9726,45
92553,Tympanometry and acoustic reflex threshold measurements,7.5267,0.0062,0.1024,-0.0015,0.0000,9.97E-77,2.41E-25,0.0017,7.5126,7.5408,0.0055,0.0068,0.0831,0.1217,-0.0024,-0.0005,5950.3083,69
95700,"EEG setup, takedown, and patient education",7.5442,0.0095,0.1312,0.0044,0.0000,1.30E-08,1.01E-23,0.0094,7.5160,7.5724,0.0062,0.0128,0.1056,0.1568,0.0011,0.0078,2636.9960,45
95885,Needle EMG,7.3000,-0.0013,0.1229,0.0069,0.0000,0.0008,3.34E-23,9.28E-33,7.2837,7.3163,-0.0021,-0.0006,0.0986,0.1471,0.0058,0.0080,3605.3312,69
93226,Holter monitor (24-48 hr ECG),8.3686,0.0066,0.0660,-0.0182,0.0000,8.38E-206,7.92E-23,0.0000,8.3594,8.3778,0.0062,0.0071,0.0528,0.0791,-0.0189,-0.0176,4442.6404,69
85384,Fibrinogen,8.4873,0.0283,-0.0417,-0.0328,0.0000,0.0000,8.45E-21,0.0000,8.4795,8.4951,0.0279,0.0286,-0.0505,-0.0330,-0.0333,-0.0324,6709.8848,69
75561,cardiovascular magnetic resonance imaging,4.6144,0.0208,0.2900,-0.0051,0.0000,1.70E-63,1.84E-20,0.0009,4.5581,4.6707,0.0184,0.0232,0.2287,0.3513,-0.0081,-0.0021,1287.0784,69
95913,Nerve conduction studies (depending on number of nerves tested),7.4839,0.0062,0.0931,-0.0002,0.0000,8.35E-75,1.91E-20,0.7106,7.4696,7.4983,0.0055,0.0069,0.0734,0.1128,-0.0011,0.0008,3470.3169,69
85303,Protein C / S,6.5000,0.0146,0.1333,-0.0170,0.0000,5.56E-178,2.77E-20,1.05E-125,6.4774,6.5227,0.0136,0.0156,0.1050,0.1616,-0.0184,-0.0156,901.1164,69
93660,Tilt table test (with continuous monitoring),4.4604,-0.0273,-0.9228,0.0592,0.0000,2.46E-37,3.40E-20,1.03E-42,4.3850,4.5358,-0.0315,-0.0231,-1.1192,-0.7263,0.0508,0.0677,1766.6811,53
95708,95705–95710: EEG alone (no video) with varying monitoring levels,5.6963,0.0354,0.2602,-0.0424,0.0000,2.49E-19,1.99E-19,3.87E-26,5.6276,5.7650,0.0277,0.0432,0.2036,0.3168,-0.0503,-0.0346,1384.1373,45
95719, Long-term EEG review and analysis (professional services),3.7369,0.0691,-0.6170,-0.0480,0.0000,5.31E-13,1.46E-18,9.06E-07,3.5631,3.9107,0.0504,0.0879,-0.7546,-0.4795,-0.0672,-0.0289,562.1043,45
23500,Closed treatment of clavicular fracture; without manipulation,2.7017,-0.0320,1.3494,0.0641,5.16E-180,3.13E-09,2.07E-18,1.37E-24,2.5166,2.8867,-0.0426,-0.0214,1.0473,1.6516,0.0518,0.0764,888.5902,47
95860,Needle EMG; one extremity,3.0357,-0.0080,0.8374,-0.0234,0.0000,0.0404,6.94E-15,1.74E-05,2.8906,3.1808,-0.0156,-0.0003,0.6266,1.0482,-0.0341,-0.0127,1137.0632,51
93304,TTE,8.4944,0.0088,0.0462,-0.0092,0.0000,0.0000,8.82E-15,4.40E-225,8.4858,8.5030,0.0084,0.0092,0.0345,0.0579,-0.0098,-0.0087,4542.1499,69
85306,Protein C / S,6.6504,0.0153,0.0977,-0.0167,0.0000,1.51E-229,2.35E-13,2.58E-142,6.6295,6.6713,0.0143,0.0162,0.0715,0.1238,-0.0180,-0.0154,945.5850,69
86357,NK cells,7.8373,0.0099,0.0579,-0.0075,0.0000,3.51E-288,6.12E-13,6.20E-84,7.8255,7.8492,0.0094,0.0105,0.0421,0.0737,-0.0083,-0.0068,2632.9188,69
95870,Needle EMG; limited study ,4.6898,0.0171,0.2371,-0.0117,0.0000,1.57E-43,6.49E-13,3.66E-13,4.6345,4.7450,0.0147,0.0195,0.1724,0.3017,-0.0149,-0.0086,1796.9317,69
83520,Tryptase,9.6913,0.0266,0.0177,-0.0323,0.0000,0.0000,8.75E-13,0.0000,9.6870,9.6956,0.0264,0.0268,0.0129,0.0226,-0.0325,-0.0320,17736.9388,69
95712,"EEG with video monitoring, based on duration and technologist review.",3.8472,-0.0836,0.8271,0.1292,2.72E-227,5.70E-07,2.28E-11,1.60E-14,3.6130,4.0815,-0.1164,-0.0508,0.5847,1.0695,0.0962,0.1622,263.2300,44
96138," Psychological or neuropsychological test administration and scoring by technician, first 30 minutes. ",8.7946,0.0036,-0.0413,0.0081,0.0000,2.22E-29,2.45E-11,1.10E-107,8.7855,8.8037,0.0029,0.0042,-0.0534,-0.0291,0.0074,0.0089,5466.5536,57
93307,TTE,6.9058,-0.0087,-0.1234,-0.0093,0.0000,1.71E-61,1.53E-10,5.69E-22,6.8853,6.9263,-0.0097,-0.0076,-0.1611,-0.0856,-0.0112,-0.0074,2117.0138,69
96133," Neuropsychological testing evaluation services, each additional hour. ",7.7743,-0.0075,0.0686,0.0318,0.0000,1.13E-39,6.29E-10,0.0000,7.7586,7.7900,-0.0086,-0.0064,0.0469,0.0903,0.0305,0.0330,4488.0374,57
92625,comprehensive tinnitus assessment,4.0477,-0.0023,-0.3778,0.0705,0.0000,0.2651,8.78E-10,2.74E-159,3.9643,4.1310,-0.0063,0.0017,-0.4986,-0.2570,0.0654,0.0756,1702.4373,69
95908,Nerve conduction studies (depending on number of nerves tested),6.1169,-0.0092,0.1550,0.0123,0.0000,3.81E-32,1.01E-09,8.47E-26,6.0863,6.1474,-0.0107,-0.0077,0.1053,0.2048,0.0100,0.0146,1470.7092,69
93460,Coronary angiography with both right and left heart catheterization,3.0156,-0.0350,0.9293,0.0349,1.73E-293,9.67E-13,1.02E-09,2.00E-07,2.8542,3.1770,-0.0446,-0.0254,0.6310,1.2276,0.0217,0.0480,1292.1577,37
27786,Closed treatment of distal fibular fracture; without manipulation,4.2716,-0.0278,0.4617,0.0475,0.0000,6.29E-32,2.29E-09,8.04E-47,4.1886,4.3546,-0.0324,-0.0232,0.3103,0.6131,0.0410,0.0540,1593.1233,61
96111," Deleted; old code for developmental testing, per hour / extended developmental testing",9.7286,-0.1743,-0.4307,0.2109,0.0000,0.0000,3.68E-09,0.0000,9.7203,9.7370,-0.1755,-0.1732,-0.5738,-0.2876,0.2047,0.2170,38632.7883,60
75565,Cardiac MRI,4.8156,0.0056,0.2132,0.0080,0.0000,1.82E-05,7.84E-09,3.38E-06,4.7608,4.8704,0.0030,0.0081,0.1408,0.2855,0.0046,0.0114,1223.0263,69
95044,Patch testing,5.4374,-0.0324,-0.2900,0.0816,0.0000,7.61E-122,2.04E-08,0.0000,5.3902,5.4846,-0.0352,-0.0297,-0.3913,-0.1886,0.0775,0.0858,1901.5054,68
95714,"EEG with video monitoring, based on duration and technologist review.",5.5702,-0.0697,0.2998,0.0580,0.0000,8.11E-36,3.09E-08,1.92E-23,5.4876,5.6529,-0.0807,-0.0588,0.1937,0.4059,0.0466,0.0694,669.0654,45
62270,lumbar puncture,6.1125,-0.0421,-0.3174,-0.0043,0.0000,0.0000,6.03E-08,0.2043,6.0775,6.1474,-0.0442,-0.0400,-0.4323,-0.2026,-0.0109,0.0023,1766.5650,64
95709,95705–95710: EEG alone (no video) with varying monitoring levels,5.2132,-0.0721,0.3329,0.0819,0.0000,7.53E-27,1.44E-07,1.77E-32,5.1142,5.3122,-0.0852,-0.0589,0.2088,0.4569,0.0684,0.0955,460.0688,45
86355,T cells (CD3),8.0158,0.0098,0.0366,-0.0053,0.0000,0.0000,6.92E-07,1.34E-50,8.0050,8.0267,0.0094,0.0103,0.0221,0.0510,-0.0060,-0.0046,3524.9264,69
88399,Unlisted surgical pathology procedure,2.6994,-0.0023,0.6606,-0.1080,2.10E-218,0.5923,2.27E-06,1.89E-26,2.5317,2.8671,-0.0109,0.0062,0.3867,0.9344,-0.1279,-0.0882,614.8346,38
96121," Neurobehavioral status exam, each additional hour. ",6.3266,0.0165,-0.0906,-0.0313,0.0000,2.53E-61,3.77E-06,2.47E-142,6.2964,6.3569,0.0146,0.0185,-0.1290,-0.0522,-0.0337,-0.0289,3251.5172,57
11104,"Punch skin biopsy, single lesion",7.1912,-0.0069,0.0645,0.0080,0.0000,6.89E-20,2.96E-05,1.90E-18,7.1702,7.2122,-0.0084,-0.0054,0.0342,0.0948,0.0062,0.0097,2331.5015,57
85260,Clotting factors (selective use),2.6806,0.0062,0.4770,-0.0447,1.17E-214,0.1632,3.50E-05,2.46E-12,2.5126,2.8486,-0.0025,0.0149,0.2511,0.7029,-0.0572,-0.0322,653.2829,49
95907,Nerve conduction studies (depending on number of nerves tested),4.1637,-0.0237,-0.3924,-0.0072,0.0000,4.05E-23,0.0004,0.2221,4.0775,4.2499,-0.0284,-0.0190,-0.6103,-0.1746,-0.0188,0.0044,1308.9972,47
96139," Psychological or neuropsychological test administration and scoring by technician, each additional 30 minutes. ",7.6722,-0.0029,0.0383,0.0243,0.0000,4.97E-07,0.0007,3.86E-296,7.6559,7.6885,-0.0041,-0.0018,0.0162,0.0603,0.0230,0.0256,4307.0623,57
95867,"Needle EMG; cranial nerve supplied muscles, unilateral",0.9346,0.0642,-0.4154,-0.0659,4.41E-10,4.06E-28,0.0008,2.72E-19,0.6410,1.2283,0.0528,0.0757,-0.6586,-0.1722,-0.0803,-0.0515,585.5723,45
93281,"an in-person, moderate-complexity evaluation and reprogramming of a multiple-lead pacemaker system",2.8545,-0.0151,0.4866,-0.0269,4.78E-202,0.0230,0.0008,0.0024,2.6700,3.0390,-0.0281,-0.0021,0.2010,0.7723,-0.0442,-0.0096,561.5537,37
95924,Combined assessment of the autonomic nervous system,6.6482,-0.0044,-0.0595,0.0119,0.0000,9.70E-15,0.0015,4.73E-42,6.6252,6.6711,-0.0055,-0.0033,-0.0964,-0.0227,0.0101,0.0136,1803.2126,69
85576,Platelet function assay (PFA-100/200),6.4710,0.0134,0.0461,-0.0062,0.0000,2.39E-143,0.0020,5.21E-18,6.4479,6.4941,0.0124,0.0144,0.0168,0.0754,-0.0076,-0.0048,2219.1519,69
28470,Closed treatment of metatarsal fracture; without manipulation,3.2924,0.0024,0.2483,0.0221,0.0000,0.3918,0.0021,1.88E-09,3.1733,3.4114,-0.0032,0.0081,0.0900,0.4066,0.0149,0.0293,1036.3960,61
85305,Protein C / S,5.6803,0.0189,0.0632,-0.0242,0.0000,1.36E-143,0.0023,7.84E-120,5.6469,5.7137,0.0174,0.0203,0.0226,0.1038,-0.0263,-0.0222,603.7842,69
85250,Clotting factors (selective use),4.1783,0.0205,0.1134,-0.0032,0.0000,3.13E-40,0.0050,0.1056,4.1082,4.2485,0.0175,0.0235,0.0343,0.1925,-0.0070,0.0007,489.1991,69
95716,"EEG with video monitoring, based on duration and technologist review.",6.1426,0.0018,-0.0771,0.0197,0.0000,0.5926,0.0059,2.24E-08,6.0851,6.2001,-0.0049,0.0086,-0.1319,-0.0223,0.0128,0.0266,1093.8889,45
95713,"EEG with video monitoring, based on duration and technologist review.",5.4056,0.0351,0.0925,-0.0354,0.0000,1.31E-14,0.0064,2.40E-14,5.3261,5.4851,0.0262,0.0441,0.0260,0.1589,-0.0446,-0.0263,377.5400,45
95724, Long-term EEG review and analysis (professional services),3.3635,0.1133,0.1347,-0.1037,1.05E-253,1.47E-28,0.0256,7.75E-24,3.1698,3.5573,0.0932,0.1333,0.0165,0.2530,-0.1239,-0.0835,285.6212,44
94762,"Pulse oximetry (spot / overnight, sometimes used adjunctively)",8.3719,-0.0107,0.0180,0.0139,0.0000,0.0000,0.0386,4.59E-259,8.3619,8.3818,-0.0112,-0.0102,0.0009,0.0351,0.0131,0.0147,9100.0441,69
11106,"Incisional skin biopsy, single lesion",5.3503,0.0279,0.0518,-0.0262,0.0000,5.03E-75,0.0500,5.49E-52,5.3026,5.3979,0.0249,0.0308,-7.36E-06,0.1036,-0.0296,-0.0228,2275.0403,57
95922,"Vasomotor adrenergic function (e.g., BP response to Valsalva or tilt)",5.1120,0.0372,0.0374,-0.0862,0.0000,0.0000,0.0947,0.0000,5.0716,5.1524,0.0355,0.0388,-0.0065,0.0813,-0.0888,-0.0836,2675.4562,69
71270,Diagnostic CT of Thorax,5.8597,-0.0027,0.0447,0.0033,0.0000,0.0013,0.0958,0.0094,5.8260,5.8934,-0.0043,-0.0010,-0.0079,0.0972,0.0008,0.0058,857.3492,69
86161,C4,5.5649,0.0190,-0.0361,-0.0117,0.0000,4.23E-130,0.0982,9.36E-28,5.5295,5.6002,0.0175,0.0205,-0.0789,0.0067,-0.0138,-0.0096,908.9503,69
29826,Arthroscopic shoulder surgical procedure for subacromial decompression,2.5573,0.0488,-0.0944,-0.0884,1.47E-297,1.75E-74,0.1586,2.17E-109,2.4214,2.6933,0.0435,0.0540,-0.2257,0.0368,-0.0962,-0.0806,2016.9959,54
85270,Clotting factors (selective use),3.8839,0.0289,-0.0487,-0.0256,0.0000,2.02E-68,0.2619,4.10E-31,3.8060,3.9618,0.0257,0.0321,-0.1339,0.0364,-0.0299,-0.0213,375.0840,69
86360,CD4/CD8 subsets,9.7213,0.0060,0.0032,-0.0073,0.0000,0.0000,0.3557,0.0000,9.7166,9.7260,0.0058,0.0062,-0.0035,0.0099,-0.0076,-0.0070,11623.5805,69
95861,Needle EMG; two extremities,5.4653,0.0089,-0.0239,0.0037,0.0000,1.34E-22,0.3720,0.0036,5.4263,5.5043,0.0071,0.0106,-0.0762,0.0285,0.0012,0.0061,2066.2667,69
91065,Lactulose/glucose breath test,6.2194,-0.0113,-0.0206,0.0290,0.0000,5.32E-50,0.4128,3.56E-146,6.1901,6.2486,-0.0127,-0.0098,-0.0699,0.0287,0.0268,0.0312,1498.8690,69
29827,Arthroscopic shoulder rotator cuff repair,1.6347,0.0512,0.0488,-0.0878,2.78E-51,4.46E-35,0.6172,6.68E-52,1.4220,1.8474,0.0431,0.0593,-0.1425,0.2401,-0.0992,-0.0765,1629.8174,38
Agg_neurobehavioral,,7.4450,0.0195,0.0038,-0.0172,0.0000,0.0000,0.6538,0.0000,7.4312,7.4588,0.0189,0.0201,-0.0128,0.0204,-0.0180,-0.0163,8154.4866,69
88356,Morphometric analysis for nerve density (specifically for intra-epidermal nerve fiber density),7.0525,-0.0408,-0.0087,0.0330,0.0000,0.0000,0.7612,1.85E-131,7.0308,7.0743,-0.0421,-0.0394,-0.0649,0.0475,0.0303,0.0356,1036.7042,69
85244,Clotting factors (selective use),4.2588,0.0120,0.0070,0.0057,0.0000,1.07E-13,0.8782,0.0077,4.1886,4.3291,0.0088,0.0151,-0.0823,0.0963,0.0015,0.0099,373.1037,69
93040,"Rhythm ECG (limited, interpretation dependent)",8.1293,-0.0024,-0.0009,0.0062,0.0000,1.62E-19,0.9157,9.80E-54,8.1185,8.1402,-0.0029,-0.0019,-0.0178,0.0160,0.0054,0.0070,3877.2784,69
