slide_title,source_slide_number,code,period_type,period_label,claims,exposure_months,rate_per_100000_member_months,poisson_ci_lower_per_100000,poisson_ci_upper_per_100000
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2018-Q2,3174,228935769.0,1.386415069110498,1.338597820877786,1.4355041398733943
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2018-Q3,2933,227904788.0,1.2869409307890451,1.2407831401367295,1.3343766031459363
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2018-Q4,2430,226095567.0,1.074766760022323,1.0324546209635033,1.1183677914202825
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2019-Q1,2223,225406912.0,0.9862164297783379,0.9456413712117487,1.028084717551415
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2019-Q2,2043,224099443.0,0.9116488522463663,0.8725418469135264,0.9520570293659968
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2019-Q3,1763,225151016.0,0.7830299997402633,0.7469013855982692,0.8204544401491332
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2019-Q4,1914,223888589.0,0.8548894825542003,0.8170152982765521,0.8940663829704939
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2020-Q1,1204,149176444.0,0.8070979356499475,0.7621470336965628,0.8540078812020501
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2020-Q2,450,78055480.0,0.5765130135641983,0.5244705298144914,0.6323222840260161
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2020-Q3,1395,240451013.0,0.580159751707929,0.5501110710991157,0.6114230012155278
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2020-Q4,1411,252197294.0,0.5594826088816004,0.5306674726302401,0.5894556858650948
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2021-Q1,1855,256211709.0,0.7240106266962217,0.6914344520352208,0.7577253066487817
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2021-Q2,2172,261559386.0,0.8304041515069163,0.7958449775442127,0.8660778980253259
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2021-Q3,1537,266799594.0,0.5760878331771375,0.5476439768563512,0.6056258483027198
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2021-Q4,1499,272358419.0,0.5503776991744103,0.5228653412599554,0.5789619988943653
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2022-Q1,13,277314434.0,0.004687819459119823,0.0024960664294177357,0.00801631404377562
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2022-Q2,0,282016994.5,0.0,0.0,0.0013080344539711545
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2022-Q3,0,287178648.0,0.0,0.0,0.0012845242777638315
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2022-Q4,0,292152539.0,0.0,0.0,0.001262655278212022
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2023-Q1,0,297686543.0,0.0,0.0,0.001239182469230373
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2023-Q2,0,298365151.0,0.0,0.0,0.001236364046454586
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2023-Q3,0,289816874.0,0.0,0.0,0.001272831151340738
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2023-Q4,0,276383178.0,0.0,0.0,0.0013346975314517645
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2024-Q1,0,267644460.0,0.0,0.0,0.001378276036094278
HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),6,HCPCS 95943 – Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2024-Q2,0,258952546.0,0.0,0.0,0.001424538785617476
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2018-Q1,4845803,230550049.0,2101.8442724338784,2099.9732870645253,2103.716513387884
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2018-Q2,4744908,228935769.0,2072.59355789003,2070.72910261366,2074.459277606532
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2018-Q3,4744930,227904788.0,2081.9790762798716,2080.106182357986,2083.8532403618815
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2018-Q4,4510397,226095567.0,1994.9073128001667,1993.0666908879602,1996.7492150414494
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2019-Q1,5128345,225406912.0,2275.1498410128615,2273.181153506552,2277.1198127471343
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2019-Q2,5152762,224099443.0,2299.319414194171,2297.3345313313307,2301.3055887771206
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2019-Q3,5251103,225151016.0,2332.258185323934,2330.2638056233554,2334.253850709809
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2019-Q4,5092802,223888589.0,2274.7036920224637,2272.728535527314,2276.680141455372
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2020-Q1,3683836,149176444.0,2469.448862851296,2466.9277713203305,2471.971894914124
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2020-Q2,1558922,78055480.0,1997.1973780700598,1994.0634520703843,2000.3350130862934
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2020-Q3,5097751,240451013.0,2120.078820379101,2118.2388204002546,2121.9200242372153
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2020-Q4,5231344,252197294.0,2074.3061580985877,2072.529014457377,2076.08444954526
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2021-Q1,5658102,256211709.0,2208.3697978065475,2206.5505315800033,2210.190193847905
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2021-Q2,6222456,261559386.0,2378.9840216248253,2377.1151711726975,2380.853978784979
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2021-Q3,6252902,266799594.0,2343.6699832459267,2341.8333611966705,2345.50769026601
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2021-Q4,5889393,272358419.0,2162.3686249992516,2160.622577482895,2164.1157353465946
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2022-Q1,6004026,277314434.0,2165.060762758566,2163.3293076663263,2166.7932616860503
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2022-Q2,6268764,282016994.5,2222.832000289259,2221.0922779760995,2224.5727490289532
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2022-Q3,6288370,287178648.0,2189.7066664928375,2187.9955432865295,2191.418797676819
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2022-Q4,6128246,292152539.0,2097.6186005352497,2095.9581661142483,2099.2800257748613
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2023-Q1,6573858,297686543.0,2208.315476323026,2206.627691104609,2210.0042339361125
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2023-Q2,6492045,298365151.0,2175.872409442348,2174.1989762746657,2177.54681279387
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2023-Q3,6285229,289816874.0,2168.689805135363,2166.9946820111973,2170.3859270615344
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2023-Q4,5869330,276383178.0,2123.620562753642,2121.902875452399,2125.339297408918
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2024-Q1,5986839,267644460.0,2236.8626647456103,2235.071222411,2238.655188629368
Custom Aggregate ECG 2,9,Custom Aggregate ECG 2,quarter,2024-Q2,5642070,258952546.0,2178.8046061535924,2177.0071480813117,2180.6031820825892
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2018-Q1,32386,230550049.0,14.047275262127574,13.894697033103474,14.20111124285518
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2018-Q2,33440,228935769.0,14.606717048221503,14.450575950716333,14.76412472840576
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2018-Q3,30620,227904788.0,13.435435151981098,13.285364779946217,13.586777942108858
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2018-Q4,29975,226095567.0,13.257668161180709,13.108003086753335,13.408615862079792
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2019-Q1,36371,225406912.0,16.135707497736362,15.970299857229948,16.302401452240765
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2019-Q2,36950,224099443.0,16.488215903330023,16.320520826146627,16.657204781275645
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2019-Q3,35783,225151016.0,15.892888531313579,15.728640341030271,16.058424516206113
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2019-Q4,36885,223888589.0,16.474711893423027,16.307006960130156,16.643711847957555
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2020-Q1,26067,149176444.0,17.473938445670417,17.262448340997196,17.687372805290767
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2020-Q2,10857,78055480.0,13.909337307258888,13.648915577707609,14.173479080924974
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2020-Q3,33746,240451013.0,14.03445948468514,13.885115572087345,14.185009312968251
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2020-Q4,36075,252197294.0,14.30427719022235,14.157044788391667,14.452659271981263
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2021-Q1,41974,256211709.0,16.38254557679095,16.2261902121892,16.54003246107684
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2021-Q2,48047,261559386.0,18.369442112086926,18.205552433382746,18.5344400568228
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2021-Q3,42986,266799594.0,16.1117186707563,15.95976467881957,16.264759257058877
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2021-Q4,42713,272358419.0,15.682643538917002,15.53426545745951,15.832086042920311
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2022-Q1,47103,277314434.0,16.985412306378542,16.832363128719457,17.139506802273125
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2022-Q2,50562,282016994.5,17.928706775151454,17.772769541446223,18.08567184101483
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2022-Q3,46862,287178648.0,16.31806554086152,16.170652820300038,16.46648767836584
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2022-Q4,45590,292152539.0,15.60486181501233,15.461943349570637,15.748772533533872
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2023-Q1,58088,297686543.0,19.51314272207461,19.354777512275152,19.672481563253402
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2023-Q2,58061,298365151.0,19.459712304001616,19.3017440828594,19.61865194239186
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2023-Q3,52008,289816874.0,17.945124892900473,17.79122528700719,18.100024647744036
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2023-Q4,47672,276383178.0,17.24851720172347,17.094025526679324,17.404057707371564
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2024-Q1,52044,267644460.0,19.44519979976421,19.27849293099915,19.612989672055058
Custom Aggregate EEG 1,11,Custom Aggregate EEG 1,quarter,2024-Q2,50499,258952546.0,19.501256419390447,19.331536192776227,19.672096026416245
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2018-Q1,36941,230550049.0,16.02298510029811,15.860001900135394,16.18722590198135
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2018-Q2,39675,228935769.0,17.330188363881224,17.160075556514215,17.50156756241905
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2018-Q3,36492,227904788.0,16.011949691903798,15.848082356089188,16.177089239756256
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2018-Q4,33536,226095567.0,14.832665870003547,14.674335954423546,14.992278275625608
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2019-Q1,40650,225406912.0,18.03405212347703,17.859160902988506,18.21022953482001
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2019-Q2,43252,224099443.0,19.30036033155156,19.11889268318063,19.483121608670714
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2019-Q3,40684,225151016.0,18.069649750103725,17.894486372252942,18.24610077973168
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2019-Q4,39421,223888589.0,17.607418125271227,17.434029480537234,17.782101716827153
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2020-Q1,28674,149176444.0,19.221533394374248,18.99968847983697,19.44532237480616
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2020-Q2,12781,78055480.0,16.374250725253372,16.0915911271849,16.660629426002377
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2020-Q3,40648,240451013.0,16.904898628977705,16.740953726750167,17.070049250062777
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2020-Q4,45426,252197294.0,18.012088583313666,17.846826486240026,18.178500137935707
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2021-Q1,50304,256211709.0,19.633763107992852,19.46255951664083,19.80609805767357
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2021-Q2,51525,261559386.0,19.699159257087413,19.529428530404918,19.86999819117806
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2021-Q3,45513,266799594.0,17.058871536363732,16.9025045932513,17.216325024023835
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2021-Q4,42398,272358419.0,15.566987117809639,15.419158465418905,15.715880199192886
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2022-Q1,44374,277314434.0,16.001330821460233,15.85279144459046,16.150915565822547
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2022-Q2,43262,282016994.5,15.34021028651165,15.195993762123948,15.485454768196927
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2022-Q3,40524,287178648.0,14.111076948868426,13.974018016083548,14.249145417232533
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2022-Q4,38684,292152539.0,13.241028173984137,13.109404275287838,13.373644460050132
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2023-Q1,49247,297686543.0,16.543240249862418,16.397449072086175,16.690005176422314
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2023-Q2,46469,298365151.0,15.574540070867728,15.433251784386218,15.716799934960491
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2023-Q3,40575,289816874.0,14.000220014794584,13.864323101109047,14.137117273122355
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2023-Q4,36945,276383178.0,13.367311378118679,13.231348601709913,13.504323205582988
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2024-Q1,37289,267644460.0,13.93228912715025,13.791233318272294,14.074428230301754
Custom Aggregate Holter monitor,14,Custom Aggregate Holter monitor,quarter,2024-Q2,35590,258952546.0,13.74383088706917,13.60140893928191,13.887372536785797
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2018-Q1,14225,230550049.0,6.170026882102289,6.06904508651334,6.272267628978064
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2018-Q2,15313,228935769.0,6.688775662661958,6.583248862767133,6.795570161455952
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2018-Q3,13983,227904788.0,6.135456882108154,6.034179228856252,6.238008130119602
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2018-Q4,12719,226095567.0,5.625497292478981,5.5281520790509795,5.724126469381537
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2019-Q1,16310,225406912.0,7.235802955323748,7.125176489035079,7.347716858135859
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2019-Q2,16853,224099443.0,7.520322127708278,7.4072061407929395,7.6347330069779344
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2019-Q3,15314,225151016.0,6.8016570709145725,6.6943528648890345,6.910250285542869
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2019-Q4,15235,223888589.0,6.804723754813605,6.697094289317657,6.913649506304719
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2020-Q1,11056,149176444.0,7.411357787828754,7.2738450843411036,7.550816920266542
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2020-Q2,4942,78055480.0,6.331394028965039,6.156089709127142,6.51042418328742
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2020-Q3,15937,240451013.0,6.62796126377725,6.525453510103867,6.731675941037715
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2020-Q4,18576,252197294.0,7.365661901193912,7.260116546317033,7.472357739748328
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2021-Q1,21607,256211709.0,8.433260167668607,8.321183692393141,8.54646889657564
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2021-Q2,21499,261559386.0,8.219548274975686,8.110038869837668,8.330166790788892
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2021-Q3,18642,266799594.0,6.9872670046117085,6.887320576390932,7.088300944228614
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2021-Q4,17445,272358419.0,6.405162749898325,6.310463032075689,6.500927871776019
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2022-Q1,17738,277314434.0,6.3963493512205725,6.302561385604183,6.491183658419117
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2022-Q2,16679,282016994.5,5.914182593701813,5.824764086725836,6.004630076164444
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2022-Q3,14490,287178648.0,5.0456397440801375,4.963815783749132,5.128474377567148
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2022-Q4,14522,292152539.0,4.97069101288899,4.890170981331951,5.0522045078475175
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2023-Q1,19762,297686543.0,6.638526485223083,6.546289117703,6.731738458455434
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2023-Q2,17448,298365151.0,5.847867936828856,5.7614151753526945,5.935293237153493
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2023-Q3,15569,289816874.0,5.372012949114895,5.287957268719721,5.4570700035685835
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2023-Q4,13672,276383178.0,4.946755478728883,4.864179999840832,5.03038119408951
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2024-Q1,13699,267644460.0,5.118357390995502,5.033001276068189,5.204798030032114
Custom Aggregate 93225 and 93227,16,Custom Aggregate 93225 and 93227,quarter,2024-Q2,12011,258952546.0,4.638301567423091,4.55571772440962,4.722006556506917
Custom Aggregate 93241-93244,18,Custom Aggregate 93241-93244,quarter,2021-Q1,9430,256211709.0,3.6805499782993913,3.606634686319921,3.755598857391959
Custom Aggregate 93241-93244,18,Custom Aggregate 93241-93244,quarter,2021-Q2,10545,261559386.0,4.0315892162248765,3.95500330950084,4.1092853243755565
Custom Aggregate 93241-93244,18,Custom Aggregate 93241-93244,quarter,2021-Q3,11544,266799594.0,4.326843166035702,4.2482689539419445,4.4065056162552025
Custom Aggregate 93241-93244,18,Custom Aggregate 93241-93244,quarter,2021-Q4,12359,272358419.0,4.537770503066402,4.458117177163782,4.618489744184258
