code,period_type,period_label,claims,exposure_months,rate_per_100000_member_months,poisson_ci_lower_per_100000,poisson_ci_upper_per_100000
75561,month,2023-09,449,95335850.0,0.47096658811978914,0.42840570537240424,0.5166115511316905
75561,month,2023-10,451,93799620.0,0.48081218239476875,0.437455727116507,0.5273031204463883
75561,month,2023-11,335,92066205.0,0.36386858782763987,0.32594273659976086,0.40499584796813126
75561,month,2023-12,353,90517353.0,0.3899804714793196,0.3503546189830881,0.43286100974509695
75561,month,2024-01,339,89975996.0,0.3767671546531144,0.3377228766067807,0.4190868664306735
75561,month,2024-02,448,89239469.0,0.5020200198636323,0.45660346024173704,0.5507314052198002
75561,month,2024-03,597,88428995.0,0.6751179293624223,0.622041594844328,0.7315123779083783
75561,month,2024-04,551,87303815.0,0.6311293498457083,0.579524909672001,0.6860965240552153
75561,month,2024-05,478,86344918.0,0.5535936695197279,0.5050717241509376,0.605519207382399
75561,month,2024-06,269,85303813.0,0.31534346536185903,0.2787818838387762,0.35536739428283265
75561,quarter,2018-Q1,269,230550049.0,0.11667748550337544,0.1031496535781291,0.13148639039413096
75561,quarter,2018-Q2,430,228935769.0,0.1878256079765325,0.17049000546869605,0.20644595089508977
75561,quarter,2018-Q3,347,227904788.0,0.15225656426314307,0.1366562333303274,0.16914975839276394
75561,quarter,2018-Q4,293,226095567.0,0.12959121838952287,0.11517597783543185,0.1453116860908279
75561,quarter,2019-Q1,439,225406912.0,0.19475889009117875,0.17696413641243944,0.21385828452301117
75561,quarter,2019-Q2,534,224099443.0,0.23828707151226608,0.21850244129349286,0.25938203340224875
75561,quarter,2019-Q3,419,225151016.0,0.1860973170114409,0.16870273636960495,0.20479850408108605
75561,quarter,2019-Q4,312,223888589.0,0.13935502536933672,0.12431933150041208,0.15570803570382383
75561,quarter,2020-Q1,286,149176444.0,0.1917192770729942,0.17014152524299925,0.21527572238409898
75561,quarter,2020-Q2,172,78055480.0,0.220356085184538,0.18865448802871487,0.25586032005787357
75561,quarter,2020-Q3,563,240451013.0,0.23414332631653334,0.2151993404098436,0.2543080820598984
75561,quarter,2020-Q4,768,252197294.0,0.3045234894550455,0.2833643221056529,0.3268442407006892
75561,quarter,2021-Q1,801,256211709.0,0.31263208193189956,0.29135372286538475,0.3350535405205873
75561,quarter,2021-Q2,950,261559386.0,0.36320623569593485,0.3404743089869726,0.3870568192281121
75561,quarter,2021-Q3,1013,266799594.0,0.3796857352039299,0.3566614941706574,0.403806288541712
75561,quarter,2021-Q4,892,272358419.0,0.32750961151672714,0.30636681926871606,0.3497270756920293
75561,quarter,2022-Q1,962,277314434.0,0.346898639974867,0.32532101723159224,0.36953129430752485
75561,quarter,2022-Q2,1075,282016994.5,0.38118270209421723,0.3587339190257045,0.4046683247562806
75561,quarter,2022-Q3,1066,287178648.0,0.3711975132635906,0.34924609233738135,0.39416718142434937
75561,quarter,2022-Q4,964,292152539.0,0.329964614820616,0.3094612753134002,0.35146939090887974
75561,quarter,2023-Q1,1502,297686543.0,0.5045575741729111,0.4793605588578678,0.5307353186213207
75561,quarter,2023-Q2,1648,298365151.0,0.5523433264496764,0.5259949072496776,0.5796698628928078
75561,quarter,2023-Q3,1613,289816874.0,0.5565583458746436,0.5297258787852424,0.5843978694468095
75561,quarter,2023-Q4,1139,276383178.0,0.41210901772031866,0.38852046844557125,0.4367552360986274
75561,quarter,2024-Q1,1384,267644460.0,0.5171039221211603,0.4902163304024816,0.5450827176225114
75561,quarter,2024-Q2,1298,258952546.0,0.501250140247704,0.4743489746811144,0.5292794655287656
75561,year,2018,1339,913486173.0,0.14658131010374909,0.13883429790590218,0.15464808433828484
75561,year,2019,1704,898545960.0,0.18963971525730303,0.180741436598489,0.19886273677499194
75561,year,2020,1789,719880231.0,0.24851356141769088,0.23712992089543547,0.26030246337493085
75561,year,2021,3656,1056929108.0,0.345907778707898,0.33478508558520453,0.357305842747013
75561,year,2022,4067,1138662615.5,0.3571734019048419,0.34627965535744565,0.3683226796740532
75561,year,2023,5902,1162251746.0,0.5078073679228527,0.49493375207583323,0.5209311050177446
75561,year,2024,2682,526597006.0,0.5093078709984158,0.4902131508001714,0.5289557992222772
