slide_title,source_slide_number,code,period_type,period_label,claims,exposure_months,rate_per_100000_member_months,poisson_ci_lower_per_100000,poisson_ci_upper_per_100000
HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),6,HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),quarter,2021-Q3,6533,266799594.0,2.4486544008758875,2.3896330624249575,2.5087650997454394
HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),6,HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),quarter,2021-Q4,6704,272358419.0,2.461462371758003,2.4028893317256554,2.521102481462396
HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),6,HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),quarter,2022-Q1,8843,277314434.0,3.188799036692046,3.1226789285599765,3.255966588139247
HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),6,HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),quarter,2022-Q2,9829,282016994.5,3.4852509571014525,3.4166861093433107,3.554845592643938
HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),6,HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),quarter,2022-Q3,9402,287178648.0,3.273920281148479,3.208073862834497,3.3407780552535895
HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),6,HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),quarter,2022-Q4,7771,292152539.0,2.6599118483101734,2.6010973156506996,2.7197208631426038
HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),6,HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),quarter,2023-Q1,8760,297686543.0,2.942692642979162,2.8813886977900007,3.0049723664404655
HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),6,HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),quarter,2023-Q2,9664,298365151.0,3.2389841667534425,3.174725110517656,3.3042166142634937
HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),6,HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),quarter,2023-Q3,8586,289816874.0,2.9625604201361995,2.900223615798996,3.0258995352799922
HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),6,HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),quarter,2023-Q4,8236,276383178.0,2.9799208691348067,2.915907415865269,3.0449854310734037
HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),6,HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),quarter,2024-Q1,8681,267644460.0,3.243482043304763,3.1756067184602297,3.312442691565302
HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),6,HCPCS 95921 - Cardiovagal (heart rate variability with deep breathing) (75 months of data),quarter,2024-Q2,8116,258952546.0,3.1341649755395724,3.0663448899339127,3.203106952733882
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2018-Q1,15771,230550049.0,6.840597114772247,6.734247565608985,6.948205436449168
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2018-Q2,13703,228935769.0,5.9855216420986626,5.885718800861632,6.086592379343989
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2018-Q3,11509,227904788.0,5.049915844681595,4.958072139775949,5.143033515241308
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2018-Q4,10232,226095567.0,4.525519954135147,4.438252398571758,4.614071913695031
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2019-Q1,12695,225406912.0,5.632036696372469,5.5344866417093845,5.730874640861735
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2019-Q2,13601,224099443.0,6.069180636026837,5.967605687046072,6.172050857630724
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2019-Q3,11880,225151016.0,5.276458534835125,5.181998219992095,5.372208333236203
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2019-Q4,10323,223888589.0,4.610775406691227,4.522254706787071,4.7005931525211
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2020-Q1,10092,223452397.0,4.516398183904914,4.42870744420406,4.605388550424045
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2020-Q2,5289,231340007.0,2.286245283981512,2.2250410503008142,2.3487064359241305
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2020-Q3,10646,240451013.0,4.427513058553844,4.343804031622194,4.512429728883008
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2020-Q4,9762,252197294.0,3.8707790417449917,3.794370168871168,3.9483394774604887
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2021-Q1,12212,256211709.0,4.7663707672314075,4.68220488846983,4.851669756810227
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2021-Q2,13558,261559386.0,5.183526466911037,5.096637105984688,5.271525599526562
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2021-Q3,11473,266799594.0,4.300231431386661,4.221900319719837,4.379650791713163
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2021-Q4,11099,272358419.0,4.075144818636945,3.99967921011224,4.151676520686664
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2022-Q1,12246,277314434.0,4.415925930490873,4.338056150276133,4.494842591050118
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2022-Q2,13291,282016994.5,4.712836552124875,4.63305095490737,4.793651447570522
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2022-Q3,12711,287178648.0,4.426164719599906,4.349549105285509,4.503791198491204
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2022-Q4,11135,292152539.0,3.8113651307339826,3.740897989711796,3.8828261294412614
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2023-Q1,12284,297686543.0,4.126488176524661,4.053834439838333,4.200117145950703
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2023-Q2,13556,298365151.0,4.543426051791149,4.467260841181413,4.620564134945086
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2023-Q3,11957,289816874.0,4.125708705284013,4.052086506373742,4.200332659671903
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2023-Q4,11351,276383178.0,4.10697933287387,4.03176929138989,4.183239905700907
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2024-Q1,11050,267644460.0,4.128611516935565,4.051987239835375,4.206320672092259
HCPCS 95923 – Sudomotor function (QSART) (78 months of data),8,HCPCS 95923 – Sudomotor function (QSART) (78 months of data),quarter,2024-Q2,10569,258952546.0,4.081442782956843,4.003997498323143,4.160009441088541
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2018-Q1,22232,230550049.0,9.643025493349603,9.516679760812114,9.770629465558747
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2018-Q2,19808,228935769.0,8.652208471625944,8.532131683916186,8.773552541413295
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2018-Q3,16584,227904788.0,7.276722944495575,7.166390254544806,7.388328932573386
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2018-Q4,14333,226095567.0,6.3393547207407215,6.235991659638224,6.444001523008766
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2019-Q1,19363,225406912.0,8.590242343588825,8.469668153934867,8.7121036904739
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2019-Q2,22623,224099443.0,10.095071945359543,9.963947659405113,10.227490663465732
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2019-Q3,20392,225151016.0,9.057032192117667,8.933143965377264,9.182208959229982
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2019-Q4,17358,223888589.0,7.752963238336368,7.63805057708498,7.869171962144744
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2020-Q1,12365,149176444.0,8.28884217135515,8.143379913543805,8.436250519056228
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2020-Q2,4406,78055480.0,5.644702972808571,5.4792460602733035,5.813886770563465
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2020-Q3,16568,240451013.0,6.890384778707503,6.785859664377219,6.996116754687638
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2020-Q4,15074,252197294.0,5.977066510475723,5.882026466641748,6.073257351199045
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2021-Q1,19162,256211709.0,7.478971228438275,7.37344783105616,7.58562704016012
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2021-Q2,21395,261559386.0,8.179786750225817,8.070543417554372,8.290139199763548
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2021-Q3,18006,266799594.0,6.748885832262549,6.650665235273888,6.8481939876483295
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2021-Q4,17803,272358419.0,6.536607190394948,6.440937150691484,6.633342606682167
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2022-Q1,21089,277314434.0,7.6047249671829205,7.502430018112149,7.708066038362067
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2022-Q2,23120,282016994.5,8.198087509226328,8.092750104506685,8.304453484925576
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2022-Q3,22113,287178648.0,7.700085000748385,7.598926027587478,7.802254108133188
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2022-Q4,18906,292152539.0,6.4712769790441556,6.379357577269578,6.564189500992925
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2023-Q1,21044,297686543.0,7.069180819503822,6.973988466420946,7.165347705990815
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2023-Q2,23220,298365151.0,7.782410218544592,7.682628729063105,7.883163916437746
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2023-Q3,20543,289816874.0,7.088269125420213,6.991666763417402,7.185872511442274
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2023-Q4,19587,276383178.0,7.086900202008676,6.987995641957499,7.186854500717565
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2024-Q1,19731,267644460.0,7.372093560240328,7.269583670743797,7.47568745331231
Custom Aggregate 95921 and 95923,10,Custom Aggregate 95921 and 95923,quarter,2024-Q2,18685,258952546.0,7.215607758496416,7.112513533688753,7.319822446411264
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2018-Q1,3555,230550049.0,1.541964538901486,1.4916888941785187,1.5935026873255798
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2018-Q2,3174,228935769.0,1.386415069110498,1.338597820877786,1.4355041398733943
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2018-Q3,2933,227904788.0,1.2869409307890451,1.2407831401367295,1.3343766031459363
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2018-Q4,2430,226095567.0,1.074766760022323,1.0324546209635033,1.1183677914202825
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2019-Q1,2223,225406912.0,0.9862164297783379,0.9456413712117487,1.028084717551415
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2019-Q2,2055,224099443.0,0.9170036178983273,0.8777806797679977,0.9575276997068343
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2019-Q3,1776,225151016.0,0.7888039021773724,0.752540768887993,0.8263628239862977
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2019-Q4,1931,223888589.0,0.8624825448339397,0.824438644707802,0.9018291172518534
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2020-Q1,1216,149176444.0,0.8151421011215416,0.7699645581577922,0.8622785948220119
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2020-Q2,450,78055480.0,0.5765130135641983,0.5244705298144914,0.6323222840260161
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2020-Q3,1395,240451013.0,0.580159751707929,0.5501110710991157,0.6114230012155278
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2020-Q4,1411,252197294.0,0.5594826088816004,0.5306674726302401,0.5894556858650948
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2021-Q1,1855,256211709.0,0.7240106266962217,0.6914344520352208,0.7577253066487817
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2021-Q2,2172,261559386.0,0.8304041515069163,0.7958449775442127,0.8660778980253259
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2021-Q3,1537,266799594.0,0.5760878331771375,0.5476439768563512,0.6056258483027198
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2021-Q4,1499,272358419.0,0.5503776991744103,0.5228653412599554,0.5789619988943653
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2022-Q1,104,277314434.0,0.037502555672958585,0.03064230558952098,0.04544062318624401
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2022-Q2,272,282016994.5,0.09644808834383915,0.08532562641397828,0.10861771769977448
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2022-Q3,370,287178648.0,0.12883966220218435,0.11604457576034295,0.14266019480218958
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2022-Q4,219,292152539.0,0.07496084091879139,0.06536093553562572,0.08557386649165619
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2023-Q1,464,297686543.0,0.1558686514089419,0.1420071143253535,0.1707176335484527
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2023-Q2,412,298365151.0,0.1380858316124191,0.12507242557796522,0.15208535705063767
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2023-Q3,439,289816874.0,0.15147496208243555,0.13763497954047607,0.1663296372451707
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2023-Q4,313,276383178.0,0.11324857115580311,0.10104860511608,0.12651561881110426
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2024-Q1,191,267644460.0,0.07136333029273238,0.06160111970738792,0.08223314538540173
Aggregate Neurophysiologic Autonomic Testing,12,Aggregate Neurophysiologic Autonomic Testing,quarter,2024-Q2,132,258952546.0,0.05097459053366481,0.0426500183621529,0.06044936063770425
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2018-Q1,3541,230550049.0,1.535892104711719,1.4857163679076595,1.587330359228432
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2018-Q2,3174,228935769.0,1.386415069110498,1.338597820877786,1.4355041398733943
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2018-Q3,2933,227904788.0,1.2869409307890451,1.2407831401367295,1.3343766031459363
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2018-Q4,2430,226095567.0,1.074766760022323,1.0324546209635033,1.1183677914202825
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2019-Q1,2223,225406912.0,0.9862164297783379,0.9456413712117487,1.028084717551415
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2019-Q2,2043,224099443.0,0.9116488522463663,0.8725418469135264,0.9520570293659968
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2019-Q3,1763,225151016.0,0.7830299997402633,0.7469013855982692,0.8204544401491332
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2019-Q4,1914,223888589.0,0.8548894825542003,0.8170152982765521,0.8940663829704939
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2020-Q1,1204,149176444.0,0.8070979356499475,0.7621470336965628,0.8540078812020501
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2020-Q2,450,78055480.0,0.5765130135641983,0.5244705298144914,0.6323222840260161
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2020-Q3,1395,240451013.0,0.580159751707929,0.5501110710991157,0.6114230012155278
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2020-Q4,1411,252197294.0,0.5594826088816004,0.5306674726302401,0.5894556858650948
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2021-Q1,1855,256211709.0,0.7240106266962217,0.6914344520352208,0.7577253066487817
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2021-Q2,2172,261559386.0,0.8304041515069163,0.7958449775442127,0.8660778980253259
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2021-Q3,1537,266799594.0,0.5760878331771375,0.5476439768563512,0.6056258483027198
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2021-Q4,1499,272358419.0,0.5503776991744103,0.5228653412599554,0.5789619988943653
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2022-Q1,13,277314434.0,0.004687819459119823,0.0024960664294177352,0.00801631404377562
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2022-Q2,0,282016994.5,0.0,0.0,0.0013080344539711543
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2022-Q3,0,287178648.0,0.0,0.0,0.0012845242777638312
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2022-Q4,0,292152539.0,0.0,0.0,0.0012626552782120217
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2023-Q1,0,297686543.0,0.0,0.0,0.0012391824692303728
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2023-Q2,0,298365151.0,0.0,0.0,0.001236364046454586
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2023-Q3,0,289816874.0,0.0,0.0,0.0012728311513407378
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2023-Q4,0,276383178.0,0.0,0.0,0.0013346975314517642
HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),14,HCPCS 95943 - Quantitative autonomic function testing of parasympathetic and sympathetic functions (45 months of data),quarter,2024-Q1,0,267644460.0,0.0,0.0,0.0013782760360942779
