target_title,code,period_type,period_label,claims,exposure_months,rate_per_100000_member_months,poisson_ci_lower_per_100000,poisson_ci_upper_per_100000
HCPCS A0429,A0429,month,2020-07,344023,79309251.0,433.77411293418976,432.32580834976375,435.22606901733343
HCPCS A0429,A0429,month,2020-08,341549,80202982.0,425.8557368851946,424.4287344570772,427.28635012957903
HCPCS A0429,A0429,month,2020-09,325137,80938780.0,401.7073150843143,400.32770520040395,403.0905030109141
HCPCS A0429,A0429,month,2020-10,340562,83848958.0,406.16127871261085,404.7983014150271,407.52770982144847
HCPCS A0429,A0429,month,2020-11,338547,85021129.0,398.19160717096565,396.851406765001,399.5352137769766
HCPCS A0429,A0429,month,2020-12,349804,83327207.0,419.7956616978654,418.4056497021437,421.1891491039969
HCPCS A0429,A0429,month,2021-01,349261,84904129.0,411.35926381153973,409.9961285661994,412.7258099201057
HCPCS A0429,A0429,month,2021-02,325856,85397214.0,381.57685097314766,380.26782181811694,382.88927136551365
HCPCS A0429,A0429,month,2021-03,359471,85910366.0,418.42564144122025,417.0589069355575,419.7957468323074
HCPCS A0429,A0429,month,2021-04,355905,86730928.0,410.3553463650245,409.00827967203736,411.70575206087545
HCPCS A0429,A0429,month,2021-05,374231,87232698.0,429.0031244935242,427.62972982907837,430.379838907937
HCPCS A0429,A0429,month,2021-06,375715,87595760.0,428.9191622973532,427.54874875430414,430.29288182724196
HCPCS A0429,A0429,month,2021-07,396537,88407727.0,448.53206100412467,447.1370866723507,449.93031091131877
HCPCS A0429,A0429,month,2021-08,404267,89007226.0,454.19570766085894,452.7966788159059,455.597990002142
HCPCS A0429,A0429,month,2021-09,391608,89384641.0,438.1155370976989,436.7444174105919,439.4898965713081
HCPCS A0429,A0429,month,2021-10,392548,90288880.0,434.7689327855214,433.40991540715856,436.1311575019957
HCPCS A0429,A0429,month,2021-11,378645,90916915.0,416.4736561947796,415.1481608361016,417.80233676723515
HCPCS A0429,A0429,month,2021-12,412211,91152624.0,452.2206623475809,450.84119443599724,453.6033071637748
HCPCS A0429,A0429,month,2022-01,413064,92054533.0,448.71663191208626,447.34926577148883,450.0871438296961
HCPCS A0429,A0429,month,2022-02,351890,92416336.0,380.76601522051254,379.5089762002705,382.0261878398945
HCPCS A0429,A0429,month,2022-03,402004,92843565.0,432.990697847503,431.65323958185354,434.3312751781749
HCPCS A0429,A0429,month,2022-04,395609,93447612.5,423.34842958133356,422.0302363925031,424.66972168678814
HCPCS A0429,A0429,month,2022-05,432598,94051660.0,459.95785720315837,458.5882230297889,461.33057031796204
HCPCS A0429,A0429,month,2022-06,421702,94517722.0,446.16183195782054,444.8162372265213,447.5104904686799
HCPCS A0429,A0429,month,2022-07,437000,95111777.0,459.45940006987774,458.0981533979883,460.82369135737684
HCPCS A0429,A0429,month,2022-08,437516,95824368.0,456.58114854459564,455.2292266483283,457.9360924144962
HCPCS A0429,A0429,month,2022-09,422739,96242503.0,439.2435637298419,437.9204586422834,440.56967768843526
HCPCS A0429,A0429,month,2022-10,436187,96904625.0,450.11989881803885,448.7850810905564,451.45770483363395
HCPCS A0429,A0429,month,2022-11,430605,97433463.0,441.94775259091426,440.6287080767991,443.2697691834948
HCPCS A0429,A0429,month,2022-12,443438,97814451.0,453.3461011808981,452.0127450690396,454.68241777270964
HCPCS A0429,A0429,month,2023-01,447508,98743626.0,453.20191097701843,451.87504978126583,454.5317047878932
HCPCS A0429,A0429,month,2023-02,399263,99047187.0,403.10382565433184,401.854421023749,404.35615399889724
HCPCS A0429,A0429,month,2023-03,441835,99895730.0,442.2961822292104,440.9929695842061,443.60229367667506
HCPCS A0429,A0429,month,2023-04,428058,100100536.0,427.6280798336585,426.3479853938833,428.9110671684391
HCPCS A0429,A0429,month,2023-05,452800,99734767.0,454.0041688772382,452.6827435232683,455.32849769407585
HCPCS A0429,A0429,month,2023-06,431746,98529848.0,438.1880300881008,436.8819349030749,439.49706427796315
HCPCS A0429,A0429,month,2023-07,451881,97857412.0,461.77493432996164,460.42952634506526,463.1233014810025
HCPCS A0429,A0429,month,2023-08,451244,96623612.0,467.0121419182715,465.6505156614875,468.3767651282578
HCPCS A0429,A0429,month,2023-09,430239,95335850.0,451.2877369845656,449.9402438381055,452.6382676028757
HCPCS A0429,A0429,month,2023-10,441044,93799620.0,470.19806690048426,468.8114012770976,471.58781972315796
HCPCS A0429,A0429,month,2023-11,413643,92066205.0,449.2886396262342,447.9204882417853,450.6599363877201
HCPCS A0429,A0429,month,2023-12,435005,90517353.0,480.57635976164704,479.1492908041882,482.0066278751872
HCPCS A0429,A0429,quarter,2018-Q1,937566,230550049.0,406.66484525448965,405.84209702936414,407.48884931010963
HCPCS A0429,A0429,quarter,2018-Q2,910820,228935769.0,397.84958199345425,397.03294187213646,398.667486806865
HCPCS A0429,A0429,quarter,2018-Q3,941132,227904788.0,412.9496393028829,412.11575945132114,413.7847895603573
HCPCS A0429,A0429,quarter,2018-Q4,910499,226095567.0,402.7053745817139,401.8786216636821,403.533408078922
HCPCS A0429,A0429,quarter,2019-Q1,956109,225406912.0,424.1702224286716,423.3204163449332,425.0213129929679
HCPCS A0429,A0429,quarter,2019-Q2,987033,224099443.0,440.44420047933806,439.57571649630563,441.313976429946
HCPCS A0429,A0429,quarter,2019-Q3,1138965,225151016.0,505.86713763707826,504.93852917272534,506.7970320045845
HCPCS A0429,A0429,quarter,2019-Q4,1142820,223888589.0,510.4413785018762,509.50595419940083,511.3780959575571
HCPCS A0429,A0429,quarter,2020-Q1,808843,149176444.0,542.2055777117197,541.0245869847065,543.3885093586808
HCPCS A0429,A0429,quarter,2020-Q2,317453,78055480.0,406.70174598887866,405.28819448012837,408.1190077365079
HCPCS A0429,A0429,quarter,2020-Q3,1010709,240451013.0,420.3388404938847,419.51976166535087,421.1591234265251
HCPCS A0429,A0429,quarter,2020-Q4,1028913,252197294.0,407.9793972729937,407.19146297303035,408.76847959156464
HCPCS A0429,A0429,quarter,2021-Q1,1034588,256211709.0,403.8019979797254,403.02427234262234,404.58085364684223
HCPCS A0429,A0429,quarter,2021-Q2,1105851,261559386.0,422.7915567900897,422.00391920288763,423.5803012913669
HCPCS A0429,A0429,quarter,2021-Q3,1192412,266799594.0,446.9317145962374,446.12988178143956,447.734632571309
HCPCS A0429,A0429,quarter,2021-Q4,1183404,272358419.0,434.50244877504593,433.7199551603158,435.28600540322145
HCPCS A0429,A0429,quarter,2022-Q1,1166958,277314434.0,420.80680156735,420.04365338779166,421.5709937650274
HCPCS A0429,A0429,quarter,2022-Q2,1249909,282016994.5,443.2034325505869,442.4267845745942,443.9811071251118
HCPCS A0429,A0429,quarter,2022-Q3,1297255,287178648.0,451.724043216472,450.94703736881246,452.5020572053028
HCPCS A0429,A0429,quarter,2022-Q4,1310230,292152539.0,448.4746237307217,447.70703466937226,449.243203768198
HCPCS A0429,A0429,quarter,2023-Q1,1288606,297686543.0,432.8734470204117,432.1263723510409,433.6214942460283
HCPCS A0429,A0429,quarter,2023-Q2,1312604,298365151.0,439.93207504317417,439.1797879617901,440.6853324661452
HCPCS A0429,A0429,quarter,2023-Q3,1333364,289816874.0,460.0712103464341,459.2906311615714,460.85278849123245
HCPCS A0429,A0429,quarter,2023-Q4,1289692,276383178.0,466.63187294271575,465.82687529005034,467.4379181152501
HCPCS A0429,A0429,year,2018,3700017,913486173.0,405.04356928016693,404.6309601428856,405.45649531499913
HCPCS A0429,A0429,year,2019,4224927,898545960.0,470.1959819617908,469.747737147539,470.64454893904224
HCPCS A0429,A0429,year,2020,3165918,719880231.0,439.7839895675646,439.2996837405957,440.2686975248435
HCPCS A0429,A0429,year,2021,4516255,1056929108.0,427.2997087331613,426.9057119430748,427.6939794079354
HCPCS A0429,A0429,year,2022,5024352,1138662615.5,441.25028183117684,440.86453762665406,441.6362802587691
HCPCS A0429,A0429,year,2023,5224266,1162251746.0,449.4952163315571,449.10985451003813,449.88082721569236
HCPCS A0426,A0426,month,2018-01,56196,77061511.0,72.92356361919765,72.32186867279073,73.5290197654032
HCPCS A0426,A0426,month,2018-02,58770,76816414.0,76.50708610271758,75.88977416936419,77.12817111764282
HCPCS A0426,A0426,month,2018-03,64234,76672124.0,83.777514758819,83.13087319889578,84.42793627194528
HCPCS A0426,A0426,month,2018-04,74654,76587909.0,97.47491604712697,96.7769326250951,98.17668321356082
HCPCS A0426,A0426,month,2018-05,77428,76388516.0,101.36078569715897,100.64807438072611,102.07729054971657
HCPCS A0426,A0426,month,2018-06,81913,75959344.0,107.83795078588356,107.10071073665316,108.57900567621294
HCPCS A0426,A0426,month,2018-07,95540,76353875.0,125.12789953358622,124.33570889484871,125.92388496981482
HCPCS A0426,A0426,month,2018-08,94237,76065396.0,123.8894490209451,123.09970367581995,124.6830035840708
HCPCS A0426,A0426,month,2018-09,72012,75485517.0,95.39843252315539,94.70292220977484,96.09778192510423
HCPCS A0426,A0426,month,2018-10,76743,75799027.0,101.24536295169067,100.53029865615724,101.96425030634678
HCPCS A0426,A0426,month,2018-11,49712,75525925.0,65.8211071231501,65.24375658796532,66.40229567609602
HCPCS A0426,A0426,month,2018-12,42605,74770615.0,56.98094097527485,56.4411463469634,57.52461286260745
HCPCS A0426,A0426,month,2019-01,36617,75376060.0,48.579084658975276,48.082770298125844,49.07924563026963
HCPCS A0426,A0426,month,2019-02,35536,75153292.0,47.284688473793004,46.794324534713226,47.77891052808772
HCPCS A0426,A0426,month,2019-03,41376,74877560.0,55.25821087118758,54.72703695321127,55.79325660378394
HCPCS A0426,A0426,month,2019-04,42626,75071007.0,56.78090877347629,56.24314130488522,57.322537984919954
HCPCS A0426,A0426,month,2019-05,44859,74812854.0,59.96162103373305,59.40801122473494,60.51910575139531
HCPCS A0426,A0426,month,2019-06,40815,74215582.0,54.99518955466792,54.46293194306843,55.53135356056936
HCPCS A0426,A0426,month,2019-07,45026,74488451.0,60.4469543876003,59.88989718715031,61.00790336072838
HCPCS A0426,A0426,month,2019-08,47472,75037460.0,63.26440154024403,62.696564640209345,63.83610157848686
HCPCS A0426,A0426,month,2019-09,45730,75625105.0,60.46933753017599,59.91637037635227,61.02613791576102
HCPCS A0426,A0426,month,2019-10,50986,75011359.0,67.97103889292288,67.3823100352624,68.56363202295879
HCPCS A0426,A0426,month,2019-11,46537,74622336.0,62.36336530660204,61.798033192286155,62.932582109932
HCPCS A0426,A0426,month,2019-12,45111,74254894.0,60.751551271489255,60.192213519519406,61.3147930312367
HCPCS A0426,A0426,month,2020-01,49156,74732556.0,65.77588487673297,65.1956843609228,66.35996418824773
HCPCS A0426,A0426,month,2020-02,46611,74443888.0,62.612259048049715,62.045120399255566,63.18329169293102
HCPCS A0426,A0426,month,2020-06,27661,78055480.0,35.43761437377619,35.02121168715357,35.857732614018694
HCPCS A0426,A0426,month,2020-07,29324,79309251.0,36.97424906963249,36.55225414591764,37.39990059574901
HCPCS A0426,A0426,month,2020-08,29910,80202982.0,37.29287771369898,36.87142458220966,37.71794663060985
HCPCS A0426,A0426,month,2020-09,15909,80938780.0,19.65559648909954,19.351337543309885,19.963440943349127
HCPCS A0426,A0426,month,2020-10,17238,83848958.0,20.558395013090088,20.252628305164972,20.8676224222933
HCPCS A0426,A0426,month,2020-11,15650,85021129.0,18.407189111779495,18.119915941173534,18.697875705286577
HCPCS A0426,A0426,month,2020-12,16379,83327207.0,19.656245048510986,19.356356664959993,19.959616033809347
HCPCS A0426,A0426,month,2021-01,15946,84904129.0,18.781183186037982,18.49079591022571,19.074988502691582
HCPCS A0426,A0426,month,2021-02,15012,85397214.0,17.579027812312475,17.29893315844139,17.86252104900171
HCPCS A0426,A0426,month,2021-03,18022,85910366.0,20.977678060410078,20.67251234989748,21.286221242451827
HCPCS A0426,A0426,month,2021-04,17957,86730928.0,20.704263650908935,20.40253269891244,21.009340135337087
HCPCS A0426,A0426,month,2021-05,18232,87232698.0,20.900419702712853,20.59812763766899,21.20603799306479
HCPCS A0426,A0426,month,2021-06,17605,87595760.0,20.098004743608595,19.802206074441326,20.39711599767634
HCPCS A0426,A0426,month,2021-07,18017,88407727.0,20.37944036271852,20.08293632905509,20.679226461492576
HCPCS A0426,A0426,month,2021-08,16912,89007226.0,19.000704504598314,18.715404869934712,19.289264361530766
HCPCS A0426,A0426,month,2021-09,14599,89384641.0,16.332783615475954,16.068905319741482,16.59990900947589
HCPCS A0426,A0426,month,2021-10,15729,90288880.0,17.42074993066699,17.149552667930905,17.69516144418927
HCPCS A0426,A0426,month,2021-11,15043,90916915.0,16.54587597918385,16.282513707731706,16.81243049139295
HCPCS A0426,A0426,month,2021-12,13985,91152624.0,15.342399797508847,15.08916167324914,15.598822232563075
HCPCS A0426,A0426,month,2022-01,12200,92054533.0,13.253013841262984,13.018873938888818,13.490307490491533
HCPCS A0426,A0426,month,2022-02,12446,92416336.0,13.46731599486913,13.2317428037541,13.706030491048153
HCPCS A0426,A0426,month,2022-03,15693,92843565.0,16.90262540004792,16.639193563698377,17.169183053434512
HCPCS A0426,A0426,month,2022-04,15364,93447612.5,16.44129752378639,16.182337303925355,16.70336344428642
HCPCS A0426,A0426,month,2022-05,16060,94051660.0,17.075722002142225,16.812639012858483,17.341890561924096
HCPCS A0426,A0426,month,2022-06,14872,94517722.0,15.734615356049312,15.482735992545374,15.98956539503369
HCPCS A0426,A0426,month,2022-07,14169,95111777.0,14.897208786247365,14.652914125200763,15.144555150335364
HCPCS A0426,A0426,month,2022-08,15006,95824368.0,15.659899786659695,15.41033379320658,15.912494546905585
HCPCS A0426,A0426,month,2022-09,14346,96242503.0,14.906096114312406,14.663162191284382,15.152045833974652
HCPCS A0426,A0426,month,2022-10,14992,96904625.0,15.470881807756854,15.224213487943832,15.720545134632944
HCPCS A0426,A0426,month,2022-11,14650,97433463.0,15.035901987800639,14.793398082191205,15.281384739631113
HCPCS A0426,A0426,month,2022-12,14102,97814451.0,14.417092623665598,14.180112571067623,14.657040078778959
HCPCS A0426,A0426,month,2023-01,14299,98743626.0,14.480934698509046,14.244543923926017,14.72026489479221
HCPCS A0426,A0426,month,2023-02,13695,99047187.0,13.826743004826579,13.596128258757298,14.06028834388244
HCPCS A0426,A0426,month,2023-03,15597,99895730.0,15.613279967021613,15.369198104679292,15.860267002544433
HCPCS A0426,A0426,month,2023-04,15037,100100536.0,15.0218975850439,14.782745112406037,15.263949431173481
HCPCS A0426,A0426,month,2023-05,16212,99734767.0,16.2551139263202,16.005846220521175,16.507291343652405
HCPCS A0426,A0426,month,2023-06,15043,98529848.0,15.267454791973291,15.024441271361532,15.513413904072815
HCPCS A0426,A0426,month,2023-07,14681,97857412.0,15.002440489638127,14.760730832904704,15.247116078576859
HCPCS A0426,A0426,month,2023-08,14977,96623612.0,15.500352025755362,15.253090595749493,15.750617177419795
HCPCS A0426,A0426,month,2023-09,14177,95335850.0,14.870586458294545,14.626796900757235,15.11742054385961
HCPCS A0426,A0426,month,2023-10,14425,93799620.0,15.378527119832683,15.12857816209506,15.631570392647191
HCPCS A0426,A0426,month,2023-11,13949,92066205.0,15.15105352718731,14.900652550701638,15.404607227852868
HCPCS A0426,A0426,month,2023-12,14348,90517353.0,15.85110426284781,15.592786886475322,16.11262818194503
HCPCS A0426,A0426,quarter,2018-Q1,179200,230550049.0,77.72715762901443,77.36769346498974,78.0878781883948
HCPCS A0426,A0426,quarter,2018-Q2,233995,228935769.0,102.20989101969471,101.79617390774212,102.6248732599384
HCPCS A0426,A0426,quarter,2018-Q3,261789,227904788.0,114.86770519274917,114.42810303686308,115.30857815154776
HCPCS A0426,A0426,quarter,2018-Q4,169060,226095567.0,74.77369071990695,74.41767799535738,75.13098462325848
HCPCS A0426,A0426,quarter,2019-Q1,113529,225406912.0,50.366246089205994,50.073689012914215,50.66008849127665
HCPCS A0426,A0426,quarter,2019-Q2,128300,224099443.0,57.25136942888341,56.93852096770993,57.56551063791261
HCPCS A0426,A0426,quarter,2019-Q3,138228,225151016.0,61.393460467440214,61.070233895278584,61.7179737052318
HCPCS A0426,A0426,quarter,2019-Q4,142634,223888589.0,63.707579129903756,63.37738349033186,64.03906867183645
HCPCS A0426,A0426,quarter,2020-Q1,95767,149176444.0,64.19713289317983,63.79117903933065,64.60502905849508
HCPCS A0426,A0426,quarter,2020-Q2,27661,78055480.0,35.43761437377619,35.02121168715357,35.857732614018694
HCPCS A0426,A0426,quarter,2020-Q3,75143,240451013.0,31.250856073540437,31.027807759908594,31.475109571964722
HCPCS A0426,A0426,quarter,2020-Q4,49267,252197294.0,19.53510254554912,19.362979751821644,19.708374724406898
HCPCS A0426,A0426,quarter,2021-Q1,48980,256211709.0,19.117002962577327,18.94807233697536,19.287064969374768
HCPCS A0426,A0426,quarter,2021-Q2,53794,261559386.0,20.566648676870653,20.393213106927796,20.74119241907915
HCPCS A0426,A0426,quarter,2021-Q3,49528,266799594.0,18.563746390108825,18.40061276563316,18.72796648796284
HCPCS A0426,A0426,quarter,2021-Q4,44757,272358419.0,16.433125204769237,16.281230109003157,16.586084682915903
HCPCS A0426,A0426,quarter,2022-Q1,40339,277314434.0,14.546303781648811,14.404694724836357,14.68895828774435
HCPCS A0426,A0426,quarter,2022-Q2,46296,282016994.5,16.416031977817564,16.266832528140853,16.566259329194676
HCPCS A0426,A0426,quarter,2022-Q3,43521,287178648.0,15.154678212706122,15.012629496260988,15.297736405403718
HCPCS A0426,A0426,quarter,2022-Q4,43744,292152539.0,14.973000114847538,14.833011670649022,15.113980844887838
HCPCS A0426,A0426,quarter,2023-Q1,43591,297686543.0,14.643255136998249,14.50611011383531,14.781374002128091
HCPCS A0426,A0426,quarter,2023-Q2,46292,298365151.0,15.515216788840062,15.374198448154665,15.657206710043049
HCPCS A0426,A0426,quarter,2023-Q3,43835,289816874.0,15.125068252582146,14.983804581124037,15.267332205142381
HCPCS A0426,A0426,quarter,2023-Q4,42722,276383178.0,15.457525421463966,15.311292617696445,15.604807147217048
HCPCS A0426,A0426,year,2018,844044,913486173.0,92.39811449231426,92.20109912152525,92.59544682163948
HCPCS A0426,A0426,year,2019,522691,898545960.0,58.1707584551379,58.01316439477818,58.32867477626514
HCPCS A0426,A0426,year,2020,247838,719880231.0,34.42767134412391,34.292261617770315,34.56348339765626
HCPCS A0426,A0426,year,2021,197059,1056929108.0,18.644486040590717,18.562256637108945,18.726989493936706
HCPCS A0426,A0426,year,2022,173900,1138662615.5,15.272302579604627,15.20060590176857,15.34425364843043
HCPCS A0426,A0426,year,2023,176440,1162251746.0,15.180876312488671,15.110123083618545,15.251878767754228
HCPCS A0427,A0427,month,2018-01,399562,77061511.0,518.4974896222836,516.8910277682651,520.1077093261523
HCPCS A0427,A0427,month,2018-02,347596,76816414.0,452.502247761787,450.99919157112816,454.009073937957
HCPCS A0427,A0427,month,2018-03,367339,76672124.0,479.1037222341721,477.55562726934573,480.65559422024563
HCPCS A0427,A0427,month,2018-04,360310,76587909.0,470.45284915664695,468.917963060502,471.9915164476829
HCPCS A0427,A0427,month,2018-05,380685,76388516.0,498.3537054182333,496.77186555925545,499.9393362840056
HCPCS A0427,A0427,month,2018-06,361375,75959344.0,475.7479211510832,474.19804651861307,477.30160826473514
HCPCS A0427,A0427,month,2018-07,384198,76353875.0,503.1807488486996,501.59090037825956,504.77439003634856
HCPCS A0427,A0427,month,2018-08,380574,76065396.0,500.32474687964555,498.7364192799458,501.91688159035186
HCPCS A0427,A0427,month,2018-09,364643,75485517.0,483.0635259476331,481.4968809372461,484.6340073606744
HCPCS A0427,A0427,month,2018-10,364640,75799027.0,481.06158407547895,479.50142523990525,482.62556344609004
HCPCS A0427,A0427,month,2018-11,342547,75525925.0,453.5488972826218,452.0313114119828,455.070317571545
HCPCS A0427,A0427,month,2018-12,360917,74770615.0,482.69898542361864,481.12546922568055,484.27637471626036
HCPCS A0427,A0427,month,2019-01,384934,75376060.0,510.6846921953735,509.07267639544654,512.3005499114809
HCPCS A0427,A0427,month,2019-02,361341,75153292.0,480.8052852827791,479.23886131858995,482.37556261878404
HCPCS A0427,A0427,month,2019-03,403479,74877560.0,538.8516933511188,537.1902855304367,540.5169686166472
HCPCS A0427,A0427,month,2019-04,388356,75071007.0,517.3182237984366,515.6924734557527,518.9478316597416
HCPCS A0427,A0427,month,2019-05,403746,74812854.0,539.6746393340375,538.0112440364312,541.3419054207799
HCPCS A0427,A0427,month,2019-06,385383,74215582.0,519.2750492746928,517.6368717364014,520.9171288023606
HCPCS A0427,A0427,month,2019-07,403872,74488451.0,542.1941181190625,540.5232177429214,543.8689061416051
HCPCS A0427,A0427,month,2019-08,404129,75037460.0,538.5696690692889,536.9104657196378,540.2327316208566
HCPCS A0427,A0427,month,2019-09,392185,75625105.0,518.5910155099949,516.9692344086326,520.2166258561329
HCPCS A0427,A0427,month,2019-10,405047,75011359.0,539.9808847617333,538.319218570851,541.6464114950531
HCPCS A0427,A0427,month,2019-11,381951,74622336.0,511.8454077878237,510.2234361499633,513.4712601554412
HCPCS A0427,A0427,month,2019-12,403281,74254894.0,543.1035966464378,541.4286684898739,544.7824246788992
HCPCS A0427,A0427,month,2020-01,424084,74732556.0,567.4688819689239,565.762242790578,569.1793960453867
HCPCS A0427,A0427,month,2020-02,390334,74443888.0,524.3331729261641,522.6895541811227,525.9806816803981
HCPCS A0427,A0427,month,2020-06,378858,78055480.0,485.3701495397889,483.8258138172098,486.91819531277724
HCPCS A0427,A0427,month,2020-07,413389,79309251.0,521.236797457588,519.6490659408133,522.8281802883042
HCPCS A0427,A0427,month,2020-08,403564,80202982.0,503.17829828322346,501.6270432833858,504.7331639320675
HCPCS A0427,A0427,month,2020-09,380001,80938780.0,469.49188015930065,468.0003119627185,470.98702623938925
HCPCS A0427,A0427,month,2020-10,395657,83848958.0,471.8687142182494,470.3995309662981,473.34135113685716
HCPCS A0427,A0427,month,2020-11,391132,85021129.0,460.0409387647628,458.60032655386016,461.4849570378059
HCPCS A0427,A0427,month,2020-12,403926,83327207.0,484.74683664844304,483.25307354241755,486.2440750269346
HCPCS A0427,A0427,month,2021-01,406949,84904129.0,479.3041337247568,477.8326344185205,480.77904375056636
HCPCS A0427,A0427,month,2021-02,368949,85397214.0,432.0386845406924,430.64571443395226,433.4350457637799
HCPCS A0427,A0427,month,2021-03,415817,85910366.0,484.0126044859359,482.54256851161995,485.4860112121402
HCPCS A0427,A0427,month,2021-04,415649,86730928.0,479.23965485530147,477.7838213087461,480.6988272633886
HCPCS A0427,A0427,month,2021-05,436601,87232698.0,500.5015435840354,499.01802387232266,501.98838290955405
HCPCS A0427,A0427,month,2021-06,438410,87595760.0,500.4922612692669,499.0118306437792,501.97599774611587
HCPCS A0427,A0427,month,2021-07,465138,88407727.0,526.1282195390003,524.617301664928,527.6424128535656
HCPCS A0427,A0427,month,2021-08,466702,89007226.0,524.3416978302413,522.8384338382928,525.848215198585
HCPCS A0427,A0427,month,2021-09,436968,89384641.0,488.8625105066988,487.41409784260145,490.3141628639145
HCPCS A0427,A0427,month,2021-10,432200,90288880.0,478.68574734784613,477.2596907463678,480.1150112060929
HCPCS A0427,A0427,month,2021-11,414073,90916915.0,455.4411024615166,454.0549356651627,456.83045439506964
HCPCS A0427,A0427,month,2021-12,437580,91152624.0,480.05200596309766,478.63069149851987,481.47649728304145
HCPCS A0427,A0427,month,2022-01,441049,92054533.0,479.11709030124564,477.7041295038322,480.53319682228323
HCPCS A0427,A0427,month,2022-02,374072,92416336.0,404.7682652123322,403.4721799799021,406.06748399011656
HCPCS A0427,A0427,month,2022-03,424335,92843565.0,457.0429840775718,455.6688525044165,458.4202346713722
HCPCS A0427,A0427,month,2022-04,420457,93447612.5,449.93872903922505,448.57973735751654,451.3008195875622
HCPCS A0427,A0427,month,2022-05,458063,94051660.0,487.0334027065551,485.6240037547915,488.4458805551069
HCPCS A0427,A0427,month,2022-06,445625,94517722.0,471.47242926569896,470.0891654161175,472.8587568514111
HCPCS A0427,A0427,month,2022-07,458766,95111777.0,482.34405293468546,480.9492933420276,483.7418571055448
HCPCS A0427,A0427,month,2022-08,455258,95824368.0,475.0962719628895,473.7171912735849,476.4783745954131
HCPCS A0427,A0427,month,2022-09,440920,96242503.0,458.1343858024973,456.78310746497203,459.4886729784433
HCPCS A0427,A0427,month,2022-10,442150,96904625.0,456.2733718849849,454.9294544926514,457.6202775550749
