BILLING_PROVIDER_NPI_NUM,SERVICING_PROVIDER_NPI_NUM,HCPCS_CODE,CLAIM_FROM_MONTH,TOTAL_UNIQUE_BENEFICIARIES,TOTAL_CLAIMS,TOTAL_PAID
1376609297,1376609297,T1019,2024-07,39765.0,1205701.0,118887675.31
1376609297,1376609297,T1019,2024-08,39677.0,1152534.0,115561066.11
1376609297,1376609297,T1019,2024-05,39678.0,1157235.0,112823255.3
1376609297,1376609297,T1019,2024-06,39834.0,1164582.0,111449173.13
1376609297,1376609297,T1019,2024-09,39527.0,1099808.0,111199832.57
